PN,SN,Equipment,Material Description,ATA,Contract,Order/PO,Supplier,D8 Removal Notification,D8 Removal Date,D8 Code,U/S TER,Mn.wk.ctr,Profit Ctr,A/C,Fleet,Operator,Orig Order,Orig Order Type,Orig Desc,Notif Orig,Notif Orig Type,Desc.,Doc Type,Document,DPt,Vr,Document Description,"TSN
(FH)","TSI
(FH)","SHRTRNR
TSI","CSN
(Cyc)","CSI
(Cyc)","SHRTRNR
CSI",TSC (FH),"SHRTRNR
TSC","CSC
(Cyc)",Order2,Order Type,Description,Po No,Batch Out,PO in After Out,Vendor in after out,W4 in After Out,Notif Shop,Notif Shop Type,Repair Station,PO Cost,Remark,Exclude,Vendor,PN,SN,Reason of Removal,Category Finding,Shop Finding,User Status,Total Cost Actual
024637-000,09052001684EE,12156343,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512045378,WSAV,16413344,43633,WR,S,BPN1T1ZZ,GMFBPN,PK-GRJ,CRJ1000,Garuda,TRJ170658F1,GATL,REF JC NO. 803017538 AND JC NO. 80301753,TRJ170658F1,D2,REF JC NO. 803017538 AND JC NO. 80301753,,,,,,4194.54,446.36,,3736,402,,,,,512068018,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512068018,,,,,16512677,W1,,,"45,50",,WSAV,024637-000,09052001684EE,RESTORATION OF THE MAIN BATTERY REF JC NO. 803017538,,"DIRTY (SALT PARTICLE), AND NEED MORE BATTERY LIQUID",RRC,197.99
024637-000,0905200199116,12240582,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512048453,WSAV,16577346,43663,FO,S,CGK3T3ZZ,GMFTL,PK-GRN,CRJ1000,Garuda,TRN170751F1,GATL,"BATTERY, MAIN, MODEL 1756-3",,,,,,,,,3847.56,467.49,,3113,308,,,,,512070650,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512070650,,,,,16597734,W1,,,"47,50",,WSAV,024637-000,0905200199116,CRIMI,,DIRTY BY SALT PARTICLE AND NEED MORE BATTERY LIQUID,RRC,327.59
024637-000,0905200164C48,12156340,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512049109,WSAV,16582170,43665,FO,S,CGK3T3ZZ,GMFTL,PK-GRM,CRJ1000,Garuda,TRM180721F1,GATL,"BATTERY, MAIN, MODEL 1756-3",,,,,,,,,5250.35,490.48,,4351,375,,,,,512070755,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512070755,,,,,16603502,W1,,,"47,50",,WSAV,024637-000,0905200164C48,RESTORATION OF MAIN BATTERY REF JC NO : 803066720,LOW INSULATION,"DIRTY BY SALT PARTICLE , LOW INSULATION AND NEED MORE BATTERY LIQUID",RRC,327.59
024637-000,09052001442EE,12045527,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512047894,WSAV,16590386,43667,FO,S,CGK3T3ZZ,GMFTL,PK-GRP,CRJ1000,Garuda,TRP200710F1,GATL,"BATTERY, MAIN, MODEL 1756-3",,,,,,,,,8355.16,505.95,,5903,376,,,,,512070915,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512070915,,,,,16608554,W1,,,"47,50",,WSAV,024637-000,09052001442EE,FUNCTIONAL TEST THE BATTERY FOR SHOP CHECK,,DIRTY BY SALT PARTICLE AND NEED MORE BATTERY LIQUID,RRC,327.59
024637-000,090520016C214,12147773,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512052551,WSAV,16590455,43667,FO,U,CGK3T3ZZ,GMFTL,PK-GRH,CRJ1000,Garuda,TRH200764F1,GATL,"BATTERY, MAIN, MODEL 1756-3",,,,,,,,,5010.69,515.83,,4331,401,,,,,512070914,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512070914,,,,,16608508,W1,,,"47,50",,WSAV,024637-000,090520016C214,FUNCTIONAL TEST OF MAIN BATTERY ORDER 803076564,,DIRTY BY SALT PARTICLE AND NEED MORE BATTERY LIQUID,RRC,327.59
024637-000,09052001A5FCC,12251370,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512063545,WSAV,16614302,43673,TX,S,GAH210ZZ,GMFTL,PK-GRI,CRJ1000,Garuda,TR1270717F1,GATL,,,,,,,,,,3815.65,138.85,,3222,117,,,,,512071707,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512071707,,,,,16627520,W1,,,"47,50",,WSAV,024637-000,09052001A5FCC,RESTORATION,,"DIRTY (SALT PARTICLE), NEED MORE BATTERY LIQUID",RRC,197.99
024637-000,09052001FFB12,12351271,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512053368,WSAV,16630357,43678,DA,S,BPN1T1ZZ,GMFBPN,PK-GRQ,CRJ1000,Garuda,803107247,GA01,FUNCTIONAL TEST OF THE MAIN BATTERY,15378883,E8,MAIN BATTERY FUNCTIONAL CHECK,AMI,10000028186,000,08,MAIN BATTERY FUNCTIONAL CHECK,1314.38,515.16,,1185,519,,,,,512072199,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512072199,,,,,16671840,W1,,,"47,50",,WSAV,024637-000,09052001FFB12,"REFF ORDER 803107247, 803108778 RESTORATION (OVERHAUL) OF THE MAIN BATTERY",,DIRTY BY SALT PARTICLE AND NEED MORE BATTERY LIQUID,RRC,327.59
024637-000,9.052E+11,12101150,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512050690,WSAV,16665175,43688,FO,S,CGK3T3ZZ,GMFTL,PK-GRS,CRJ1000,Garuda,TRS100864F2,GATL,AIRCRAFT BATTERY,,,,,,,,,6325.6,703.92,,5610,482,,,,,512073134,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512073134,,,,,16688464,W1,,,47,,WSAV,024637-000,9.052E+11,CRIMI,CELLS FAIL,ALL CELLS WERE FAILED ON CAPACITY,,702
024637-000,090520013063B,12057840,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512050758,WSAV,16675754,43692,FO,S,CGK3T3ZZ,GMFTL,PK-GRR,CRJ1000,Garuda,TRR140897F1,GATL,"MAINT. BATTERY, MAIN, MODEL 1756-3",,,,,,,,,8688.97,501.55,,7556,385,,,,,512073578,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512073578,,,,,16694402,W1,,,"47,50",,WSAV,024637-000,090520013063B,D/T CRIMI,,DIRTY BY SALT PARTICLE AND NEED MORE BATTERY LIQUID,RRC,327.59
024637-000,0905200169C7D,12156339,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512056219,WSAV,16725797,43706,FO,S,CGK3T3ZZ,GMFTL,PK-GRT,CRJ1000,Garuda,TRT290897F1,GATL,"BATTERY, MAIN, MODEL 1756-3",,,,,,,,,5719.08,518.44,,4900,465,,,,,512074988,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512074988,,,,,16744993,W1,,,"47,50",,WSAV,024637-000,0905200169C7D,RESTORE BATTERY REF ORDER: 803142814,,DIRTY BY SALT PARTICLE AND NEED MORE BATTERY LIQUID,RRC,197.99
024637-000,09052001FBD41,12329565,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512059539,WSAV,16726028,43707,WR,S,UPG1T1ZZ,GMFUPG,PK-GRF,CRJ1000,Garuda,803143765,GA01,RESTORATION (OVERHAUL) OF THE MAIN BATTERY,15752880,E8,MAIN BATTERY OVERHAUL,AMI,10000028185,000,06,MAIN BATTERY OVERHAUL,1833.97,494.26,,1526,410,,,,,512075394,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512075394,,,,,16754109,W1,,,"47,50",,WSAV,024637-000,09052001FBD41,RESTORATION (OVERHAUL) OF THE MAIN BATTERY REFF ORDER: 803143765,,DIRTY ( SALT PARTICLE ) AND NEED MORE BATTERY LIQUID,RRC,500.39
024637-000,090520011B476,12118089,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512063056,WSAV,16732672,43709,WR,S,UPG1T1ZZ,GMFUPG,PK-GRO,CRJ1000,Garuda,803162834,GA01,RESTORATION (OVERHAUL) OF THE MAIN BATTERY,16322109,E8,MAIN BATTERY OVERHAUL,AMI,10000028185,000,06,MAIN BATTERY OVERHAUL,12517.93,536.03,,9221,548,,,,,512075641,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512075641,,,,,16773473,W1,,,"48,50",,WSAV,024637-000,090520011B476,RESTORATION (OVERHAUL) OF THE MAIN BATTERY,,"DIRTY (SALT PARTICLE), NEED MORE BATTERY LIQUID",RRC,241.19
024637-000,0905200150707,12149159,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512061478,WSAV,16780455,43720,WR,S,KNO1T1ZZ,GMFKNO,PK-GRG,CRJ1000,Garuda,TRG110962F1,GATL,"REF JC NO 803171825 AND JC NO 803171826,",TRG110962F1,D2,"REF JC NO 803171825 AND JC NO 803171826,",,,,,,6251.98,493.74,,5233,333,,,,,512076838,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512076838,,,,,16809950,W1,,,"48,50",,WSAV,024637-000,0905200150707,RESTORATION AND FUNCTIONAL TEST OF THE MAIN BATTERY REF JC NO 803171825,,DIRTY (SALT PARTICLE) AND NEED MORE BATTERY LIQUID,RRC,327.59
024637-000,09052001F15B0,12369198,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512060972,WSAV,16823425,43731,WR,S,UPG1T1ZZ,GMFUPG,PK-GRC,CRJ1000,Garuda,803208284,GA01,RESTORATION (OVERHAUL) OF THE MAIN BATTERY,15814163,E8,MAIN BATTERY OVERHAUL,AMI,10000028185,000,06,MAIN BATTERY OVERHAUL,1238.04,509.39,,1098,481,,,,,512077862,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512077862,,,,,16864414,W1,,,"48,50",,WSAV,024637-000,09052001F15B0,RESTORATION,,"DIRTY (SALT PARTICLE), AND NEED MORE BATTERY LIQUID",RRC,602.59
024637-000,0905200234211,12434483,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512071998,WSAV,16899999,43753,FO,S,CGK3T3ZZ,GMFTL,PK-GRT,CRJ1000,Garuda,TRT151095F2,GATL,"REPLACED MAIN BATTERY ""SHOP CHECK"" PK-GRT.24.32.01.BM P/N: 024637-000 S/N IN: 0905200169C7D S/N OUT: 0905200234211",,,,,,,,,124.71,124.71,,94,94,Y,,,,512079533,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512079533,,,,,16923923,W1,,,"51,50",,WSAV,024637-000,0905200234211,"REPLACED MAIN BATTERY ""SHOP CHECK""",,"DIRTY (SALT PARTICLE), NEED MORE BATTERY LIQUID",RRC,197.99
024637-000,0905200164C48,12156340,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512074862,WSAV,16925903,43760,FO,U,SOQ1T1ZZ,GMFTF,PK-GRC,CRJ1000,Garuda,TRC211091F1,GATL,MAINTENANCE ATA 24 DURING TANSIT CHECK A,TRC211091F1,D2,MAINTENANCE ATA 24 DURING TANSIT CHECK A,,,,,,5379.65,129.3,,4502,151,,,,,512080535,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512080535,,,,,16964061,W1,,,"51,50",,WSAV,024637-000,0905200164C48,BATTERY CELL WEAK,,DIRTY BY SALT PARTICLE AND NEED MORE BATTERY LIQUID,RRC,197.99
024637-000,0905200128F87,12179945,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512064959,WSAV,16927509,43760,WR,S,BPN1T1ZZ,GMFBPN,PK-GRJ,CRJ1000,Garuda,TRJ211066F1,GATL,REF WORK PACKAGE NO : 00113215  ORDER N,TRJ211066F1,D2,REF WORK PACKAGE NO : 00113215  ORDER N,,,,,,6918.47,380.76,,6015,420,,,,,512081242,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512081242,,,,,16966475,W1,,,"51,50",,WSAV,024637-000,0905200128F87,RESTORATION (OVERHAUL) OF THE MAIN BATTERY ORDER NO : 803254489,,"DIRTY (SALT PARTICLE), NEED MORE BATTERY LIQUID",RRC,500.39
024637-000,09052001EC74D,12364210,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512079461,WSAV,17201706,43847,Removal called by Work Request,S,DPS1T1ZZ,GMFTF,PK-GRK,CRJ1000,Garuda,803417667,GA01,RESTORATION (OVERHAUL) OF THE MAIN,16914525,,,AMI,10000028185,,,,719,248,,516,199,,,,,512088970,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512079461,0002177213,512079461,WSAV,17249298,17249268,W1,,,,,WSAV,024637-000,09052001EC74D,RESTORATION (OVERHAUL) OF THE MAIN BATTERY,,"DIRTY (SALT PARTICLE), NEED MORE BATTERY LIQUID",RRC,
024637-000,09052001442EE,12045527,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512074780,WSAV,17207686,43849,Failed Operation,S,CGK3T3ZZ,GMFTL,PK-GRO,CRJ1000,Garuda,TRO180136G1,GATL,"BATTERY, MAIN, MODEL 1756-3",,REF JOB CARD NO 803408862 FUNCTIOAL TEST OF MAIN BATTERY ,DO INSATALLATION OF MAIN BATT PERFORMED REF AMM 24-32-01-400-801/REV 63/DEC DO OPERATIONAL TEST OF MAIN BATT RESULT OK REF AMM 24-32-01-710- 801 REV 63/17 DEC DO OPERATIOANAL TEST OF MAIN BATT CHARGER REF AMM 24- 32-05-710-801 REV 63 17 DES 2019 SN.IN:090,,,,,,8808,452,,6240,337,,,,,512088746,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512074780,0002179162,512074780,WSAV,17232049,17231967,W1,,,,,WSAV,024637-000,09052001442EE,FUNCTIONAL TEST OF THE MAIN BATTERY,,DIRTY BY SALT PARTICLE AND NEED MORE BATTERY LIQUID,RRC,
024637-000,09052001A1EA0,12249921,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512085892,WSAV,17218469,43852,Failed Operation,S,CGK3T3ZZ,GMFTL,PK-GRO,CRJ1000,Garuda,TRO220100F2,GATL,"BATTERY, MAIN, MODEL 1756-3",,,,,,,,,3664,14,Y,3076,8,Y,,,,512088905,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512085892,0002181517,512085892,WSAV,17241438,17241356,W1,,,,,WSAV,024637-000,09052001A1EA0,CRIMI,LOW INSULATION,"DIRTY, NEED MORE BATTERY LIQUID AND LOW INSULATION",RRC,
024637-000,090520016C214,12147773,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512078910,WSAV,17257185,43862,WR,S,UPG1T1ZZ,GMFUPG,PK-GRP,CRJ1000,Garuda,803457112,GA01,RESTORATION (OVERHAUL) OF THE MAIN,16736835,E8,MAIN BATTERY OVERHAUL,AMI,10000028185,000,06,MAIN BATTERY OVERHAUL,5471.7,461.01,,4761,430,,,,,512089857,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512089857,,,,,17284326,W1,,,,,WSAV,024637-000,090520016C214,FUNCTIONAL TEST OF THE MAIN BATTERY REF ORDER: 803457113,,DIRTY BY SALT PARTICLE AND NEED MORE BATTERY LIQUID,RRC,
024637-000,090520024A390,12450266,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512084159,WSAV,17265064,43865,WR,S,LOP1T1ZZ,GMFLOP,PK-GRI,CRJ1000,Garuda,TRI030280G1,GATL,REF WO NO. 00119101(803463313) FUNCTIONA,TRI030280G1,D2,REF WO NO. 00119101(803463313) FUNCTIONA,,,,,,197.88,197.88,,214,214,,,,,512090065,GA05,24-32-06 AIRCRAFT BATTERY,512090065,,,,,17288667,W1,,,,,WSAV,024637-000,090520024A390,REPLACED REF WO: 803463313 FUNCTIONAL TEST OF THE MAIN BATTERY,,"DIRTY (SALT PARTICLE), NEED MORE BATTERY LIQUID",RRC,
024637-000,090520010A533,12302489,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,,512051808,WSAV,17385397,43901,FO,U,GAH210ZZ,GMFTL,PK-GRL,CRJ1000,Garuda,TRL181212F1,GATL,FINDING,,,,,,,,,7931.38,149.37,,6621,106,,,,,512093210,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512093210,,,,,17449202,W1,,,,,WSAV,024637-000,090520010A533,MAIN BATTERY MODEL 1756-3 LEAK,CELLS FAIL,5 CELLS WERE FAILED ON CAPACITY TEST,,
024637-000,0905200150707,12149159,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,TMB,512083279,WSAV,17456334,43930,FO,U,CGK3T3ZZ,GMFTL,PK-GRR,CRJ1000,Garuda,TRR080409G1,GATL,"BATTERY, MAIN, MODEL 1756-3",,,,,,,,,6568.43,314.95,,5451,218,,,,,512095226,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512095226,,,,,17465236,W1,,,,Include,WSAV,024637-000,0905200150707,UNABLE TO CHARGER BATTERY,LOW INSULATION,"DIRTY (SALT PARTICLE), LOW INSULATION, NEED MORE BATTERY LIQUID",RRC,
024637-000,09052001F15B0,12369198,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,TMB,512081795,WSAV,17470055,43938,WR,S,GAH210ZZ,GMFTL,PK-GRQ,CRJ1000,Garuda,803583284,GA01,RESTORATION (OVERHAUL) OF THE MAIN,16864508,E8,MAIN BATTERY OVERHAUL,AMI,10000028185,000,06,MAIN BATTERY OVERHAUL,1674.13,436.09,,1399,301,,,,,512095557,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512095557,,,,,17486358,W1,,,,Include,WSAV,024637-000,09052001F15B0,RESTORATION (OVERHAUL) OF THE MAIN BATTERY PN ON: 024637-000:09052 SN ON: 09052001DF7A0,LOW INSULATION,"DIRTY (SALT PARTICLE), LOW INSULATION, NEED MORE BATTERY LIQUID",RRC,
024637-000,0905200199116,12240582,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,TMB,512081500,WSAV,17472217,43940,WR,S,UPG1T1ZZ,GMFUPG,PK-GRM,CRJ1000,Garuda,803583791,GA01,RESTORATION (OVERHAUL) OF THE MAIN,16974612,E8,MAIN BATTERY OVERHAUL,AMI,10000028185,000,06,MAIN BATTERY OVERHAUL,4338.09,490.53,,3576,463,,,,,512095559,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512095559,,,,,17486360,W1,,,,Include,WSAV,024637-000,0905200199116,803583791RESTORATION (OVERHAUL) OF THE MAIN,,"DIRTY (SALT PARTICLE), NEED MORE BATTERY LIQUID",RRC,
024637-000,0905200234211,12434483,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,TMB,512083302,WSAV,17476400,43942,FO,U,BPN1T1ZZ,GMFBPN,PK-GRS,CRJ1000,Garuda,TRS160482G1,GATL,MAINTENANCE  MAIN BATT CHARGER STS MSG,TRS160482G1,D2,MAINTENANCE  MAIN BATT CHARGER STS MSG,,,,,,497.56,372.85,,508,414,,,,,512095711,GA05,TEST/REPAIR OF 24-32-06 AIRCRAFT BATTERY,512095711,,,,,17492035,W1,,,,Include,WSAV,024637-000,0905200234211,D/T MAIN BATT CHARGER STS MSG,,DIRTY AND NEED MORE BATTERY LIQUID,RRC,
024637-000,0905200117D65,12088562,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,TMB,512077645,WSAV,17573659,44006,WR,S,UPG1T1ZZ,GMFUPG,PK-GRJ,CRJ1000,Garuda,TRJ240654G1,GATL,MAINTENANCE  REF J/C 803647500 AND J/C 8,TRJ240654G1,D2,MAINTENANCE  REF J/C 803647500 AND J/C 8,,,,,PORTABLE OXYGEN CYLINDER,6554.83,480.6,,4854,402,,,,,512097882,GA05,REPAIR OF 24-32-06 AIRCRAFT BATTERY,512097882,,,,,17598049,W1,WSAV,,,Include,WSAV,024637-000,0905200117D65,MAINTENANCE REF J/C 803647500 AND J/C 803647501,,"DIRTY (SALT PARTICLE), NEED MORE BATTERY LIQUID AND SCHEDULED OVERHAUL",RRC,
024637-000,0905200119D62,12137748,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,TMB,,,17683949,44068,TX,S,KNO1T1ZZ,GMFKNO,PK-GRN,CRJ1000,Garuda,803696508,GA01,RESTORATION (OVERHAUL) OF THE MAIN,17059913,E8,MAIN BATTERY OVERHAUL,AMI,10000028185,000,06,MAIN BATTERY OVERHAUL,5226.45,512.61,,4445,354,,,,,512100370,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512100370,,,,,17713515,W1,WSAV,,,Include,WSAV,024637-000,0905200119D62,RESTORATION (OVERHAUL) OF THE MAIN BATTERY,,"DIRTY (DUST ONLY), NEED MORE BATTERY LIQUID",RRC,500.39
024637-000,0905200164C48,12156340,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,TMB,,,17682868,44068,WR,S,UPG1T1ZZ,GMFUPG,PK-GRG,CRJ1000,Garuda,803702278,GA01,RESTORATION (OVERHAUL) OF THE MAIN,16736831,E8,MAIN BATTERY OVERHAUL,AMI,10000028185,000,06,MAIN BATTERY OVERHAUL,5816.99,437.34,,4876,373,,,,,512100564,GA05,OVERHAUL OF 24-32-06 AIRCRAFT BATTERY,512100564,,,,,17713512,W1,WSAV,,,Include,WSAV,024637-000,0905200164C48,RESTORATION (OVERHAUL) OF THE MAIN BATTERY,,"DIRTY (DUST ONLY), NEED MORE BATTERY LIQUID",RRC,500.39
024637-000,090520011B476,12118089,"BATTERY, MODEL 1756-3 (SCD 601R59041-3)",24,TMB,,,17656142,44052,WR,S,UPG1T1ZZ,GMFUPG,PK-GRH,CRJ1000,Garuda,803675871,GA01,RESTORATION (OVERHAUL) OF THE MAIN,17031833,E8,MAIN BATTERY OVERHAUL,AMI,10000028185,000,06,MAIN BATTERY OVERHAUL,13029.35,510.69,,9592,371,,,,,512099865,GA05,Rotable Blocked for Scraping,512099865,,,,,17715939,W1,WSAV,,,Include,WSAV,024637-000,090520011B476,RESTORATION (OVERHAUL) OF THE MAIN BATTERY,CELLS FAIL,6 CELLS WERE FAIL ON CAPACITY TEST,,831.6
025-230-325,,,NOISEGARD HEADSET,0,,,,16014107,43539,FO,F,GAH415ZZ,GMFTBN,PK-GLV,A320-200,Citilink,802829873,GA02,F/O HEADSET WAS BAD CONDITION,,,,,,,,,,,,,,,,,,512057491,GA05,TEST AND REPAIR OF 23-41-31 NOISEGARD HE,512057491,,,,,16035574,W1,,,39,Exclude,WSAV,025-230-325,,HEADSET WAS BAD CONDITION,,GND CABLE BROKEN,RRC,162.31
025-230-325,,,NOISEGARD HEADSET,0,,,,16623928,43677,FO,F,GAH210ZZ,GMFTL,PK-GHD,A330-300,Garuda,THD300745F1,GATL,FINDING,,,,,,,,,,,,,,,,,,512071947,GA05,TEST/REPAIR OF 23-41-31 NOISEGARD HEADSE,512071947,,,,,16626314,W1,,,"47,50",Exclude,WSAV,025-230-325,,BROKEN,NO FAULT FOUND,NO FAULT FOUND.,NFF,57.59
025-230-325,,,NOISEGARD HEADSET,0,,,,16839696,43734,FO,F,GAH210ZZ,GMFTL,PK-GPG,A330-300,Garuda,TPG260995F1,GATL,PK-GPG REPLACE AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512077919,GA05,TEST/REPAIR OF 23-41-31 NOISEGARD HEADSE,512077919,,,,,16849160,W1,,,"48,50",Exclude,WSAV,025-230-325,,U/S,,GND CABLE BROKEN,ODF,121.09
025-230-325,,,NOISEGARD HEADSET,0,,,,16954698,43769,FO,F,HLP1T1ZZ,GMFHLP,PK-GLK,A320-200,Citilink,TLK301005F1,GATL,"MAINTENANCE  REF HIL AML SEQ 94, HEADSET",TLK301005F1,D2,"MAINTENANCE  REF HIL AML SEQ 94, HEADSET",,,,,,,,,,,,,,,512081612,GA05,,512081612,,,,,,,,,51,Exclude,WSAV,025-230-325,,HEADSET OBSERVER NOT TRANSMITTE,,,,54
025-230-325,,,NOISEGARD HEADSET,,,,,17286134,43872,FO,F,GAH2P1ZZ,GMFTL,PK-GPR,A330-300,Garuda,803476794,GA02,"LH SIDE EARPIECE INOP, REF TPR100299G1",,,,,,,,,,,,,,,,,,512090467,GA05,TEST/REPAIR OF 23-41-31 NOISEGARD HEADSE,512090467,,,,,17293133,W1,,,,Exclude,WSAV,025-230-325,,LH SIDE EARPIECE INOP,NO FAULT FOUND,NO FAULT FOUND,NFF,
025-230-325,,,NOISEGARD HEADSET,,,,,17366467,43896,FO,F,CGK3T3ZZ,GMFTL,PK-GHD,A330-300,Garuda,THD050325G1,GATL,NOISEGARD HEADSET,,,,,,,,,,,,,,,,,,512093183,GA05,TEST/REPAIR OF 23-41-31 NOISEGARD HEADSE,512093183,,,,,17392172,W1,,,,,WSAV,025-230-325,,NO TRANSMIT,,RX CABLE BROKEN,ODF,
026-35-999-3211,00304949,30015683,BOOMSET,23,,,,13610879,42920,FO,U,CGK3T3ZZ,GMFTL,PK-GPL,A330-200,Garuda,TPL040720D1,GATL,BOOMSET,,,,,,,,,,,,,,,,,,595768,GA05,TEST AND REPAIR OF 23-41-48 HEADSET,595768,,,,13626144,13626133,W1,,," 30 ,50",,WSAV,026-35-999-3211,00304949,CAN NOT TRANSMITTE,,GROUND CABLE BROKEN.,RRC,149.07
026-35-999-3211,00308799,30017464,BOOMSET,23,,,,13992058,43036,DA,U,DPS1T1ZZ,GMFTF,PK-GPP,A330-200,Garuda,TPP281025D1,GATL,REF HIL SEQ 19 F/O HEADSET CABLE BROKEN,TPP281025D1,D2,REF HIL SEQ 19 F/O HEADSET CABLE BROKEN,,,,,,,,,,,,,,,512008595,GA05,TEST AND REPAIR OF 23-41-48 HEADSET,512008595,,,,14006155,14006118,W1,,," 30 ,50",,WSAV,026-35-999-3211,00308799,CABLE BROKEN,,GROUND CABLE BROKEN.,RRC,179.03
026-35-999-3211,00308799,30017464,BOOMSET,23,,512008595,WSAV,14608126,43132,FO,U,CGK3T3ZZ,GMFTL,PK-GPN,A330-200,Garuda,TPN010217E1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512017722,GA05,TEST AND REPAIR OF 23-41-48 HEADSET,512017722,,,,14622003,14621968,W1,,,"25 30 ,50",,WSAV,026-35-999-3211,00308799,CABLE BROKEN,,GROUND CABLE BROKEN.,RRC,189.04
026-35-999-3211,00313484,30019670,BOOMSET,23,,,,14649304,43142,FO,U,CGK3T3ZZ,GMFTL,PK-GPX,A330-300,Garuda,TPX100220E1,GATL,HEADSET,,,,,,,,,,,,,,,,,,512018916,GA05,TEST AND REPAIR OF 23-41-48 HEADSET,512018916,,,,,14663629,W1,,," 30 ,50",,WSAV,026-35-999-3211,00313484,CAN NOT TRANSMITTE,,TX CABLE BROKEN,RRC,207.61
026-35-999-3211,00310143,30014269,BOOMSET,23,,,,14776744,43177,FO,U,CGK3T3ZZ,GMFTL,PK-GPC,A330-300,Garuda,TPC170340E1,GATL,BOOMSET,,,,,,,,,2146.65,2146.65,,433,433,,,,,512022730,GA05,TEST AND REPAIR OF 23-41-48 HEADSET,512022730,,,,,14818030,W1,,," 30 ,50",,WSAV,026-35-999-3211,00310143,BOOMSET DISCONNECTED PK-GPC.72.00.00.EN.LH,,GROUND CABLE BROKEN,RRC,188.58
